name,time,cpus,ipc,ghz,bandwidth,cycles,llc-misses,l1-misses,instr.,task-clock,vectorsize,threads,filename,mcalefactor,machine,mompiler,l1-hits,br. misses
q3 vectorwise,336.721,0.999,2.313,2.945,0.0,129.518,,0.415,299.557,43.983,1,1,1_1.csv,1,burrata,gcc,114.749,0.294
q5 hyper     ,248.321,0.999,1.487,2.97,0.0,96.214,,0.337,143.08,32.396,1,1,1_1.csv,1,burrata,gcc,36.286,0.098
q5 vectorwise,257.041,1.0,2.277,2.975,0.0,99.762,,0.341,227.142,33.536,1,1,1_1.csv,1,burrata,gcc,77.874,0.195
q6 hyper     ,19.357,0.999,1.794,2.992,0.0,9.645,,0.044,17.298,3.224,1,1,1_1.csv,1,burrata,gcc,3.243,0.022
q6 vectorwise,195.39,1.0,2.284,2.994,0.0,97.455,,0.117,222.63,32.544,1,1,1_1.csv,1,burrata,gcc,82.439,0.327
q9 hyper     ,693.327,0.999,1.195,2.966,0.0,241.45,,1.536,288.559,81.416,1,1,1_1.csv,1,burrata,gcc,77.82,0.335
q9 vectorwise,638.437,0.999,1.579,2.936,0.0,220.095,,1.494,347.486,74.963,1,1,1_1.csv,1,burrata,gcc,124.477,0.369
q18 hyper     ,504.536,0.998,1.69,2.923,0.0,107.808,,0.38,182.16,36.878,1,1,1_1.csv,1,burrata,gcc,54.028,0.162
q18 vectorwise,8631.67,1.0,3.741,2.989,0.0,1889.155,,0.711,7067.415,631.961,1,1,1_1.csv,1,burrata,gcc,3024.83,0.583
q1 hyper     ,4133.666,0.999,1.393,2.993,0.0,206.115,,0.267,287.111,68.865,1,1,1_1.csv,10,burrata,gcc,102.702,0.015
q1 vectorwise,6530.848,0.999,2.815,2.995,0.0,325.927,,0.317,917.531,108.812,1,1,1_1.csv,10,burrata,gcc,356.159,0.015
q3 hyper     ,2386.079,0.999,1.047,2.968,0.0,92.525,,0.32,96.915,31.175,1,1,1_1.csv,10,burrata,gcc,27.924,0.288
q3 vectorwise,4194.967,0.999,1.886,2.96,0.0,162.212,,0.434,305.91,54.808,1,1,1_1.csv,10,burrata,gcc,117.797,0.303
q5 hyper     ,3060.832,0.999,1.2,2.979,0.0,118.966,,0.336,142.738,39.937,1,1,1_1.csv,10,burrata,gcc,36.024,0.086
q5 vectorwise,3267.453,0.999,1.789,2.98,0.0,127.059,,0.354,227.324,42.635,1,1,1_1.csv,10,burrata,gcc,78.383,0.202
q6 hyper     ,204.994,0.999,1.671,2.991,0.0,10.213,,0.037,17.064,3.414,1,1,1_1.csv,10,burrata,gcc,3.117,0.019
q6 vectorwise,1981.475,0.999,2.252,2.995,0.0,98.864,,0.116,222.645,33.013,1,1,1_1.csv,10,burrata,gcc,82.566,0.328
q9 hyper     ,9369.818,0.999,0.884,2.969,0.0,326.745,,1.554,288.688,110.047,1,1,1_1.csv,10,burrata,gcc,77.148,0.275
q9 vectorwise,9099.799,0.999,1.101,2.948,0.0,315.05,,1.504,346.963,106.878,1,1,1_1.csv,10,burrata,gcc,123.133,0.304
q18 hyper     ,5255.165,0.999,1.605,2.937,0.0,113.045,,0.384,181.468,38.484,1,1,1_1.csv,10,burrata,gcc,53.017,0.145
q18 vectorwise,87309.978,1.0,3.7,2.989,0.0,1911.752,,0.725,7074.414,639.525,1,1,1_1.csv,10,burrata,gcc,3027.914,0.585
q1 hyper     ,61.072,1.0,2.55,2.783,0.0,28.315,0.004,0.666,72.207,10.175,1,1,1_1.csv,1,dubliner,clang,37.57,0.016
q1 vectorwise,674.901,1.0,3.146,2.784,0.0,313.039,0.013,0.668,984.954,112.435,1,1,1_1.csv,1,dubliner,clang,358.759,0.016
q3 hyper     ,65.812,1.0,0.992,2.659,0.0,22.863,0.02,0.508,22.684,8.598,1,1,1_1.csv,1,dubliner,clang,9.725,0.292
q3 vectorwise,352.69,1.0,2.438,2.732,0.0,125.876,0.051,0.754,306.936,46.08,1,1,1_1.csv,1,dubliner,clang,108.501,0.269
q5 hyper     ,57.628,0.999,1.204,2.689,0.0,20.205,0.011,0.491,24.335,7.515,1,1,1_1.csv,1,dubliner,clang,7.844,0.194
q5 vectorwise,249.157,1.0,2.707,2.764,0.0,89.865,0.017,0.44,243.262,32.518,1,1,1_1.csv,1,dubliner,clang,82.023,0.18
q6 hyper     ,36.791,1.0,0.257,2.786,0.0,17.076,0.011,0.341,4.397,6.129,1,1,1_1.csv,1,dubliner,clang,1.17,0.001
q6 vectorwise,215.656,1.0,2.688,2.787,0.0,100.115,0.025,0.19,269.106,35.924,1,1,1_1.csv,1,dubliner,clang,101.97,0.331
q9 hyper     ,172.391,1.0,0.871,2.59,0.0,52.449,0.176,1.719,45.704,20.248,1,1,1_1.csv,1,dubliner,clang,14.051,0.325
q9 vectorwise,562.793,1.0,2.101,2.681,0.0,177.221,0.169,1.714,372.331,66.093,1,1,1_1.csv,1,dubliner,clang,122.049,0.356
q18 hyper     ,146.944,1.0,1.832,2.377,0.0,25.582,0.002,0.77,46.868,10.762,1,1,1_1.csv,1,dubliner,clang,17.903,0.154
q18 vectorwise,10424.933,1.0,2.495,2.776,0.0,2118.967,0.011,2.124,5287.697,763.436,1,1,1_1.csv,1,dubliner,clang,2082.352,0.641
q1 hyper     ,634.15,1.0,2.47,2.762,0.0,29.201,0.005,0.657,72.129,10.572,1,1,1_1.csv,10,dubliner,clang,37.529,0.015
q1 vectorwise,6862.194,1.0,3.09,2.787,0.0,318.702,0.013,0.693,984.699,114.37,1,1,1_1.csv,10,dubliner,clang,358.921,0.045
q3 hyper     ,894.155,1.0,0.718,2.688,0.0,31.421,0.047,0.595,22.565,11.689,1,1,1_1.csv,10,dubliner,clang,9.634,0.284
q3 vectorwise,4258.408,1.0,2.044,2.735,0.0,152.272,0.107,0.885,311.207,55.668,1,1,1_1.csv,10,dubliner,clang,110.294,0.287
q5 hyper     ,789.966,1.0,0.863,2.705,0.0,27.898,0.036,0.59,24.08,10.315,1,1,1_1.csv,10,dubliner,clang,7.726,0.188
q5 vectorwise,3117.699,1.0,2.163,2.766,0.0,112.57,0.056,0.523,243.535,40.698,1,1,1_1.csv,10,dubliner,clang,82.061,0.195
q6 hyper     ,457.959,1.0,0.203,2.785,0.0,21.255,0.014,0.335,4.322,7.633,1,1,1_1.csv,10,dubliner,clang,1.144,0.0
q6 vectorwise,2295.919,1.0,2.524,2.786,0.0,106.617,0.03,0.191,269.106,38.265,1,1,1_1.csv,10,dubliner,clang,101.974,0.33
q9 hyper     ,2610.2,1.0,0.561,2.647,0.0,81.183,0.417,2.034,45.515,30.672,1,1,1_1.csv,10,dubliner,clang,14.034,0.275
q9 vectorwise,7933.822,1.0,1.472,2.702,0.0,251.913,0.401,2.116,370.775,93.227,1,1,1_1.csv,10,dubliner,clang,122.046,0.312
q18 hyper     ,1739.942,1.0,1.493,2.447,0.0,31.19,0.095,0.837,46.57,12.747,1,1,1_1.csv,10,dubliner,clang,17.551,0.142
q18 vectorwise,106552.845,1.0,2.444,2.775,0.0,2165.642,0.119,2.194,5292.705,780.534,1,1,1_1.csv,10,dubliner,clang,2084.664,0.64
q1 hyper     ,61.137,1.0,2.548,2.782,0.0,28.344,0.004,0.664,72.208,10.188,1,1,1_1.csv,1,dubliner,gcc,37.569,0.016
q1 vectorwise,696.882,1.0,3.046,2.785,0.0,323.314,0.012,0.753,984.734,116.109,1,1,1_1.csv,1,dubliner,gcc,358.927,0.066
q3 hyper     ,67.534,1.0,0.988,2.619,0.0,23.114,0.022,0.509,22.845,8.824,1,1,1_1.csv,1,dubliner,gcc,9.677,0.294
q3 vectorwise,360.156,1.0,2.396,2.719,0.0,127.96,0.054,0.761,306.608,47.053,1,1,1_1.csv,1,dubliner,gcc,108.232,0.269
q5 hyper     ,59.791,0.999,1.155,2.687,0.0,20.947,0.014,0.494,24.195,7.797,1,1,1_1.csv,1,dubliner,gcc,7.839,0.197
q5 vectorwise,256.596,1.0,2.631,2.763,0.0,92.514,0.023,0.444,243.417,33.489,1,1,1_1.csv,1,dubliner,gcc,81.962,0.182
q6 hyper     ,38.456,1.0,0.246,2.786,0.0,17.849,0.014,0.341,4.397,6.408,1,1,1_1.csv,1,dubliner,gcc,1.175,0.001
q6 vectorwise,217.456,1.0,2.667,2.786,0.0,100.938,0.03,0.19,269.155,36.229,1,1,1_1.csv,1,dubliner,gcc,101.974,0.332
q9 hyper     ,174.626,1.0,0.873,2.553,0.0,52.376,0.178,1.714,45.702,20.515,1,1,1_1.csv,1,dubliner,gcc,14.112,0.326
q9 vectorwise,567.786,1.0,2.077,2.686,0.0,179.158,0.172,1.725,372.048,66.7,1,1,1_1.csv,1,dubliner,gcc,122.06,0.389
q18 hyper     ,149.116,1.0,1.839,2.351,0.0,25.663,0.002,0.767,47.195,10.918,1,1,1_1.csv,1,dubliner,gcc,17.777,0.155
q18 vectorwise,10525.207,1.0,2.471,2.776,0.0,2139.252,0.011,1.386,5286.806,770.754,1,1,1_1.csv,1,dubliner,gcc,2082.795,0.636
q1 hyper     ,703.162,1.0,2.217,2.774,0.0,32.51,0.004,0.658,72.087,11.719,1,1,1_1.csv,10,dubliner,gcc,37.595,0.015
q1 vectorwise,6854.756,1.0,3.096,2.783,0.0,317.992,0.013,0.673,984.572,114.253,1,1,1_1.csv,10,dubliner,gcc,358.963,0.02
q3 hyper     ,1008.299,1.0,0.637,2.688,0.0,35.435,0.121,0.593,22.575,13.182,1,1,1_1.csv,10,dubliner,gcc,9.66,0.284
q3 vectorwise,4659.075,1.0,1.865,2.74,0.0,166.893,0.218,0.912,311.204,60.901,1,1,1_1.csv,10,dubliner,gcc,110.288,0.282
q5 hyper     ,733.723,1.0,0.934,2.689,0.0,25.757,0.042,0.592,24.055,9.58,1,1,1_1.csv,10,dubliner,gcc,7.734,0.187
q5 vectorwise,2978.737,1.0,2.266,2.763,0.0,107.462,0.067,0.525,243.538,38.89,1,1,1_1.csv,10,dubliner,gcc,82.079,0.188
q6 hyper     ,373.337,1.0,0.249,2.785,0.0,17.331,0.014,0.334,4.322,6.223,1,1,1_1.csv,10,dubliner,gcc,1.144,0.0
q6 vectorwise,2159.972,1.0,2.682,2.787,0.0,100.346,0.03,0.19,269.105,36.002,1,1,1_1.csv,10,dubliner,gcc,101.995,0.334
q9 hyper     ,2338.386,1.0,0.63,2.626,0.0,72.153,0.431,2.035,45.487,27.475,1,1,1_1.csv,10,dubliner,gcc,14.041,0.275
q9 vectorwise,8321.345,1.0,1.401,2.707,0.0,264.722,0.534,2.119,370.84,97.781,1,1,1_1.csv,10,dubliner,gcc,122.007,0.279
q18 hyper     ,1805.162,1.0,1.44,2.45,0.0,32.396,0.112,0.84,46.66,13.225,1,1,1_1.csv,10,dubliner,gcc,17.581,0.143
q18 vectorwise,103884.785,1.0,2.507,2.774,0.0,2111.146,0.121,2.083,5292.245,760.977,1,1,1_1.csv,10,dubliner,gcc,2084.66,0.625
q1 hyper     ,83.521,1.0,2.256,2.392,0.0,33.282,0.599,0.329,75.097,13.915,1,1,1_1.csv,1,pi,gcc,37.714,0.015
q1 vectorwise,849.597,1.0,2.435,2.398,0.0,339.398,0.598,1.214,826.458,141.553,1,1,1_1.csv,1,pi,gcc,333.534,0.015
q3 hyper     ,110.377,1.0,0.562,2.362,0.0,34.077,0.261,0.327,19.167,14.425,1,1,1_1.csv,1,pi,gcc,12.537,0.328
q3 vectorwise,447.963,1.0,1.879,2.38,0.0,139.324,0.288,0.42,261.764,58.542,1,1,1_1.csv,1,pi,gcc,113.686,0.277
q5 hyper     ,73.695,1.0,0.82,2.361,0.0,22.706,0.172,0.331,18.629,9.618,1,1,1_1.csv,1,pi,gcc,8.893,0.11
q5 vectorwise,320.481,1.0,2.015,2.389,0.0,99.891,0.152,0.345,201.263,41.818,1,1,1_1.csv,1,pi,gcc,77.373,0.198
q6 hyper     ,38.901,1.0,0.628,2.395,0.0,15.52,0.367,0.064,9.751,6.482,1,1,1_1.csv,1,pi,gcc,3.551,0.702
q6 vectorwise,289.626,0.999,1.704,2.397,0.0,115.539,0.309,0.112,196.915,48.199,1,1,1_1.csv,1,pi,gcc,78.32,0.327
q9 hyper     ,259.924,1.0,0.511,2.345,0.0,71.604,0.89,1.516,36.555,30.535,1,1,1_1.csv,1,pi,gcc,19.407,0.352
q9 vectorwise,850.674,0.999,1.323,2.371,0.0,236.841,0.819,1.503,313.328,99.881,1,1,1_1.csv,1,pi,gcc,122.855,0.41
q18 hyper     ,249.238,1.0,1.11,2.302,0.0,42.02,0.441,0.389,46.634,18.254,1,1,1_1.csv,1,pi,gcc,23.215,0.158
q18 vectorwise,11949.951,1.0,2.897,2.393,0.0,2094.444,0.736,0.735,6068.414,875.136,1,1,1_1.csv,1,pi,gcc,3004.071,0.573
q1 hyper     ,842.685,1.0,2.232,2.394,0.0,33.629,0.601,0.318,75.062,14.046,1,1,1_1.csv,10,pi,gcc,37.699,0.015
q1 vectorwise,8471.468,1.0,2.441,2.398,0.0,338.603,0.598,1.207,826.458,141.205,1,1,1_1.csv,10,pi,gcc,333.589,0.016
q3 hyper     ,1765.754,1.0,0.346,2.376,0.0,54.851,0.451,0.338,18.976,23.083,1,1,1_1.csv,10,pi,gcc,12.45,0.326
q3 vectorwise,5706.254,1.0,1.503,2.384,0.0,177.848,0.443,0.444,267.219,74.597,1,1,1_1.csv,10,pi,gcc,116.976,0.289
q5 hyper     ,1598.698,1.0,0.37,2.381,0.0,49.701,0.387,0.335,18.39,20.872,1,1,1_1.csv,10,pi,gcc,8.653,0.095
q5 vectorwise,4838.501,1.0,1.333,2.392,0.0,151.095,0.37,0.364,201.437,63.17,1,1,1_1.csv,10,pi,gcc,77.968,0.206
q6 hyper     ,387.559,1.0,0.63,2.395,0.0,15.471,0.366,0.063,9.74,6.46,1,1,1_1.csv,10,pi,gcc,3.541,0.701
q6 vectorwise,2861.669,1.0,1.722,2.398,0.0,114.389,0.31,0.112,196.924,47.7,1,1,1_1.csv,10,pi,gcc,78.309,0.327
q9 hyper     ,3708.54,1.0,0.355,2.352,0.0,102.478,1.672,1.538,36.429,43.58,1,1,1_1.csv,10,pi,gcc,18.535,0.279
q9 vectorwise,14150.116,1.0,0.79,2.38,0.0,395.789,1.466,1.529,312.841,166.285,1,1,1_1.csv,10,pi,gcc,121.835,0.337
q18 hyper     ,2552.464,1.0,1.065,2.306,0.0,43.131,0.493,0.381,45.929,18.701,1,1,1_1.csv,10,pi,gcc,22.249,0.143
q18 vectorwise,120235.279,1.0,2.881,2.393,0.0,2108.5,0.812,0.746,6074.423,880.937,1,1,1_1.csv,10,pi,gcc,3007.236,0.577
q1 hyper     ,29.554,1.0,4.092,3.583,0.0,17.646,0.001,0.075,72.209,4.925,1,1,1_1.csv,1,manchego,clang,37.565,0.015
q1 vectorwise,382.406,1.0,4.308,3.587,0.0,228.586,0.006,0.28,984.677,63.72,1,1,1_1.csv,1,manchego,clang,358.907,0.015
q3 hyper     ,44.588,1.0,1.153,3.382,0.0,19.707,0.01,0.29,22.726,5.828,1,1,1_1.csv,1,manchego,clang,9.72,0.267
q3 vectorwise,190.865,1.0,3.509,3.501,0.0,87.341,0.013,0.307,306.503,24.945,1,1,1_1.csv,1,manchego,clang,108.385,0.272
q5 hyper     ,38.233,1.0,1.408,3.462,0.0,17.277,0.007,0.315,24.326,4.99,1,1,1_1.csv,1,manchego,clang,7.84,0.197
q5 vectorwise,144.355,1.0,3.634,3.554,0.0,66.955,0.012,0.306,243.281,18.84,1,1,1_1.csv,1,manchego,clang,82.002,0.183
q6 hyper     ,9.18,1.0,0.802,3.584,0.0,5.483,0.014,0.056,4.397,1.53,1,1,1_1.csv,1,manchego,clang,1.279,0.001
q6 vectorwise,138.753,1.0,3.243,3.589,0.0,82.98,0.012,0.056,269.108,23.119,1,1,1_1.csv,1,manchego,clang,101.979,0.334
q9 hyper     ,116.375,1.0,0.998,3.347,0.0,45.766,0.085,1.318,45.685,13.673,1,1,1_1.csv,1,manchego,clang,14.082,0.309
q9 vectorwise,334.108,1.0,2.736,3.461,0.0,135.851,0.106,1.258,371.684,39.254,1,1,1_1.csv,1,manchego,clang,122.177,0.308
q18 hyper     ,91.577,1.0,2.268,3.103,0.0,20.811,0.002,0.227,47.195,6.708,1,1,1_1.csv,1,manchego,clang,17.808,0.15
q18 vectorwise,4726.943,1.0,4.276,3.572,0.0,1236.768,0.005,0.192,5288.473,346.216,1,1,1_1.csv,1,manchego,clang,2082.547,0.568
q1 hyper     ,318.059,1.0,3.791,3.588,0.0,19.024,0.001,0.067,72.119,5.302,1,1,1_1.csv,10,manchego,clang,37.541,0.015
q1 vectorwise,3816.392,1.0,4.312,3.59,0.0,228.383,0.006,0.279,984.685,63.618,1,1,1_1.csv,10,manchego,clang,358.91,0.015
